tier,namespace,type,kind,wpf_base,ctors,props,methods,events,fields,enum_values,source
1,System.Windows,AttachedPropertyBrowsableAttribute,class,System.Attribute,1,0,1,0,0,0,agent确认
1,System.Windows,AttachedPropertyBrowsableForChildrenAttribute,class,System.Windows.AttachedPropertyBrowsableAttribute,1,1,3,0,0,0,agent确认
1,System.Windows,AttachedPropertyBrowsableForTypeAttribute,class,System.Windows.AttachedPropertyBrowsableAttribute,1,2,3,0,0,0,agent确认
1,System.Windows,AttachedPropertyBrowsableWhenAttributePresentAttribute,class,System.Windows.AttachedPropertyBrowsableAttribute,1,1,3,0,0,0,agent确认
1,System.Windows,AutoResizedEventArgs,class,System.EventArgs,1,1,0,0,0,0,agent确认
1,System.Windows,AutoResizedEventHandler,delegate,,,,,,,,agent确认
1,System.Windows,BaseCompatibilityPreferences,class,,0,4,0,0,0,3,agent确认
1,System.Windows,ColumnSpaceDistribution,enum,,0,0,0,0,0,3,agent确认
1,System.Windows,ConditionCollection,class,System.Collections.ObjectModel.Collection<System.Windows.Condition>,1,1,4,0,0,0,agent确认
1,System.Windows,ContentOperations,class,,0,0,2,0,0,0,agent确认
1,System.Windows,CoreCompatibilityPreferences,class,,0,2,0,0,0,0,agent确认
1,System.Windows,CultureInfoIetfLanguageTagConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,DataFormat,class,,1,2,0,0,0,0,agent确认
1,System.Windows,DataObjectCopyingEventArgs,class,System.Windows.DataObjectEventArgs,1,1,1,0,0,0,agent确认
1,System.Windows,DataObjectCopyingEventHandler,delegate,,,,,,,,agent确认
1,System.Windows,DataObjectEventArgs,class,System.Windows.RoutedEventArgs,1,2,1,0,0,0,agent确认
1,System.Windows,DataObjectExtensions,class,,0,0,4,0,0,0,agent确认
1,System.Windows,DataObjectPastingEventArgs,class,System.Windows.DataObjectEventArgs,1,3,1,0,0,0,agent确认
1,System.Windows,DataObjectPastingEventHandler,delegate,,,,,,,,agent确认
1,System.Windows,DataObjectSettingDataEventArgs,class,System.Windows.DataObjectEventArgs,1,2,1,0,0,0,agent确认
1,System.Windows,DataObjectSettingDataEventHandler,delegate,,,,,,,,agent确认
1,System.Windows,DeferrableContent,class,,1,0,0,0,0,0,agent确认
1,System.Windows,DeferrableContentConverter,class,System.ComponentModel.TypeConverter,1,0,2,0,0,0,agent确认
1,System.Windows,DependencyPropertyChangedEventHandler,delegate,,0,0,0,0,0,0,agent确认
1,System.Windows,DialogResultConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,DynamicResourceExtensionConverter,class,System.ComponentModel.TypeConverter,1,0,2,0,0,0,agent确认
1,System.Windows,EventPrivateKey,class,,1,0,0,0,0,0,agent确认
1,System.Windows,ExitEventHandler,delegate,,,,,,,,agent确认
1,System.Windows,Expression,class,,1,0,0,0,0,0,agent确认
1,System.Windows,ExpressionConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,FigureLengthConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,FontEastAsianLanguage,enum,,0,0,0,0,0,10,agent确认
1,System.Windows,FontEastAsianWidths,enum,,0,0,0,0,0,6,agent确认
1,System.Windows,FontFraction,enum,,0,0,0,0,0,3,agent确认
1,System.Windows,FontSizeConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,FontStretchConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,FontStyleConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,FontWeightConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,FrameworkCompatibilityPreferences,class,,0,3,0,0,0,0,agent确认
1,System.Windows,FrameworkElementFactory,class,,4,7,7,0,0,0,agent确认
1,System.Windows,FrameworkTemplate,class,"System.Windows.Threading.DispatcherObject, System.Windows.Markup.INameScope, System.Windows.Markup.IQueryAmbient",1,5,10,0,0,0,agent确认
1,System.Windows,HwndDpiChangedEventArgs,class,System.ComponentModel.HandledEventArgs,1,3,0,0,0,0,agent确认
1,System.Windows,HwndDpiChangedEventHandler,delegate,,,,,,,,agent确认
1,System.Windows,IContentHost,interface,,0,1,3,0,0,0,agent确认
1,System.Windows,IFrameworkInputElement,interface,System.Windows.IInputElement,0,1,0,0,0,0,agent确认
1,System.Windows,ITypedDataObject,interface,System.Windows.IDataObject,0,0,4,0,0,0,agent确认
1,System.Windows,InheritanceBehavior,enum,,0,0,0,0,0,7,agent确认
1,System.Windows,Int32RectConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,LengthConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,LineBreakCondition,enum,,0,0,0,0,0,4,agent确认
1,System.Windows,LineStackingStrategy,enum,,0,0,0,0,0,2,agent确认
1,System.Windows,LostFocusEventManager,class,System.Windows.WeakEventManager,1,0,7,0,0,0,agent确认
1,System.Windows,NullableBoolConverter,class,System.ComponentModel.NullableConverter,1,0,3,0,0,0,agent确认
1,System.Windows,PowerLineStatus,enum,,0,0,0,0,0,3,agent确认
1,System.Windows,PresentationSource,class,System.Windows.Threading.DispatcherObject,1,4,9,1,0,0,agent确认
1,System.Windows,RectConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,ResourceDictionaryLocation,enum,,0,0,0,0,0,3,agent确认
1,System.Windows,ResourceKey,class,System.Windows.Markup.MarkupExtension,1,1,1,0,0,0,agent确认
1,System.Windows,ResourceReferenceKeyNotFoundException,class,System.InvalidOperationException,3,1,1,0,0,0,agent确认
1,System.Windows,SessionEndingCancelEventHandler,delegate,,,,,,,,agent确认
1,System.Windows,SetterBase,class,,1,1,1,0,0,0,agent确认
1,System.Windows,SetterBaseCollection,class,System.Collections.ObjectModel.Collection<System.Windows.SetterBase>,1,1,4,0,0,0,agent确认
1,System.Windows,SourceChangedEventArgs,class,System.Windows.RoutedEventArgs,2,4,1,0,0,0,agent确认
1,System.Windows,SourceChangedEventHandler,delegate,,,,,,,,agent确认
1,System.Windows,StartupEventHandler,delegate,,,,,,,,agent确认
1,System.Windows,StrokeCollectionConverter,class,System.ComponentModel.TypeConverter,1,0,5,0,0,0,agent确认
1,System.Windows,StyleTypedPropertyAttribute,class,System.Attribute,1,2,0,0,0,0,agent确认
1,System.Windows,TemplateBindingExpressionConverter,class,System.ComponentModel.TypeConverter,1,0,2,0,0,0,agent确认
1,System.Windows,TemplateBindingExtensionConverter,class,System.ComponentModel.TypeConverter,1,0,2,0,0,0,agent确认
1,System.Windows,TemplateContent,class,,1,0,0,0,0,0,agent确认
1,System.Windows,TemplateContentLoader,class,System.Xaml.XamlDeferringLoader,1,0,2,0,0,0,agent确认
1,System.Windows,TextDataFormat,enum,,0,0,0,0,0,6,agent确认
1,System.Windows,TextDecorationCollectionConverter,class,System.ComponentModel.TypeConverter,1,0,5,0,0,0,agent确认
1,System.Windows,ThemeInfoAttribute,class,System.Attribute,1,2,0,0,0,0,agent确认
1,System.Windows,ThemeMode,struct,System.IEquatable<System.Windows.ThemeMode>,1,5,6,0,0,0,agent确认
1,System.Windows,ThemeModeConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows,TriggerActionCollection,class,IList<System.Windows.TriggerAction> / ICollection / IList,2,7,16,0,0,0,agent确认
1,System.Windows,TriggerCollection,class,System.Collections.ObjectModel.Collection<System.Windows.TriggerBase>,0,1,4,0,0,0,agent确认
1,System.Windows,VisualStateChangedEventArgs,class,System.EventArgs,1,4,0,0,0,0,agent确认
1,System.Windows,WindowCollection,class,"System.Collections.ICollection, System.Collections.IEnumerable",1,4,3,0,0,0,agent确认
1,System.Windows.Controls,DataGridCellsPanel,class,System.Windows.Controls.VirtualizingPanel,1,0,6,0,0,0,agent确认
1,System.Windows.Controls,DataGridLength,struct,System.IEquatable<System.Windows.Controls.DataGridLength>,3,12,7,0,0,0,agent确认
1,System.Windows.Controls,DataGridLengthConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
1,System.Windows.Controls,DataGridLengthUnitType,enum,,0,0,0,0,0,5,agent确认
1,System.Windows.Controls,DataGridSortingEventHandler,delegate,,,,,,,,agent确认
1,System.Windows.Controls,GroupStyleSelector,delegate,,,,,,,,agent确认
1,System.Windows.Controls,InitializingNewItemEventHandler,delegate,,,,,,,,agent确认
1,System.Windows.Controls,InkCanvasGestureEventHandler,delegate,,,,,,,,agent确认
1,System.Windows.Controls,InkCanvasSelectionChangingEventArgs,class,System.ComponentModel.CancelEventArgs,1,0,4,0,0,0,agent确认
1,System.Windows.Controls,InkCanvasSelectionChangingEventHandler,delegate,,,,,,,,agent确认
1,System.Windows.Controls,InkCanvasSelectionEditingEventHandler,delegate,,,,,,,,agent确认
1,System.Windows.Controls,InkCanvasStrokeCollectedEventHandler,delegate,,,,,,,,agent确认
1,System.Windows.Controls,InkCanvasStrokeErasingEventHandler,delegate,,,,,,,,agent确认
1,System.Windows.Controls,InkCanvasStrokesReplacedEventArgs,class,System.EventArgs,1,2,0,0,0,0,agent确认
1,System.Windows.Controls,InkCanvasStrokesReplacedEventHandler,delegate,,,,,,,,agent确认
1,System.Windows.Controls,SelectedCellsChangedEventHandler,delegate,,,,,,,,agent确认
1,System.Windows.Controls,StickyNoteControl,class,System.Windows.Controls.Control,1,12,4,0,15,0,agent确认
1,System.Windows.Controls,StickyNoteType,enum,,0,0,0,0,0,2,agent确认
2,System.ComponentModel,CurrentChangedEventManager,class,System.Windows.WeakEventManager,1,0,7,0,0,0,agent确认
2,System.ComponentModel,CurrentChangingEventManager,class,System.Windows.WeakEventManager,1,0,7,0,0,0,agent确认
2,System.ComponentModel,ErrorsChangedEventManager,class,System.Windows.WeakEventManager,1,0,5,0,0,0,agent确认
2,System.ComponentModel,ICollectionViewFactory,interface,,0,0,1,0,0,0,agent确认
2,System.ComponentModel,IItemProperties,interface,,0,1,0,0,0,0,agent确认
2,System.ComponentModel,ItemPropertyInfo,class,,1,3,0,0,0,0,agent确认
2,System.ComponentModel,PropertyFilterAttribute,class,System.Attribute,1,1,3,0,1,0,agent确认
2,System.ComponentModel,PropertyFilterOptions,enum,,0,0,0,0,0,6,agent确认
2,System.Windows.Data,GroupDescriptionSelectorCallback,delegate,,0,0,0,0,0,0,agent确认
2,System.Windows.Documents,ContentPosition,class,,1,0,0,0,1,0,agent确认
2,System.Windows.Documents,DynamicDocumentPaginator,class,System.Windows.Documents.DocumentPaginator,1,1,8,3,0,0,agent确认
2,System.Windows.Documents,FrameworkRichTextComposition,class,System.Windows.Documents.FrameworkTextComposition,1,4,0,0,0,0,agent确认
2,System.Windows.Documents,FrameworkTextComposition,class,System.Windows.Input.TextComposition,1,4,1,0,0,0,agent确认
2,System.Windows.Documents,GetPageNumberCompletedEventArgs,class,System.ComponentModel.AsyncCompletedEventArgs,1,2,0,0,0,0,agent确认
2,System.Windows.Documents,GetPageNumberCompletedEventHandler,delegate,System.MulticastDelegate,0,0,0,0,0,0,agent确认
2,System.Windows.Documents,GetPageRootCompletedEventArgs,class,System.ComponentModel.AsyncCompletedEventArgs,1,1,0,0,0,0,agent确认
2,System.Windows.Documents,GetPageRootCompletedEventHandler,delegate,System.MulticastDelegate,0,0,0,0,0,0,agent确认
2,System.Windows.Documents,LinkTarget,class,System.Object,1,1,0,0,0,0,agent确认
2,System.Windows.Documents,LinkTargetCollection,class,System.Collections.CollectionBase,1,1,6,0,0,0,agent确认
2,System.Windows.Documents,PagesChangedEventArgs,class,System.EventArgs,1,2,0,0,0,0,agent确认
2,System.Windows.Documents,PagesChangedEventHandler,delegate,System.MulticastDelegate,0,0,0,0,0,0,agent确认
2,System.Windows.Documents,PaginationProgressEventHandler,delegate,System.MulticastDelegate,0,0,0,0,0,0,agent确认
2,System.Windows.Documents,TextEffectResolver,class,,0,0,1,0,0,0,agent确认
2,System.Windows.Documents,TextEffectTarget,class,,1,3,2,0,0,0,agent确认
2,System.Windows.Documents,TextElementEditingBehaviorAttribute,class,System.Attribute,1,2,0,0,0,0,agent确认
2,System.Windows.Documents,TextSelection,class,System.Windows.Documents.TextRange,0,0,0,0,0,0,agent确认
2,System.Windows.Documents,ZoomPercentageConverter,class,System.Windows.Data.IValueConverter,1,0,2,0,0,0,agent确认
2,System.Windows.Input,AccessKeyEventArgs,class,System.EventArgs,1,2,0,0,0,0,agent确认
2,System.Windows.Input,CanExecuteChangedEventManager,class,System.Windows.WeakEventManager,1,0,5,0,0,0,agent确认
2,System.Windows.Input,CommandConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Input,FocusManager,class,,0,0,9,0,4,0,agent确认
2,System.Windows.Input,ICommandSource,interface,,0,3,0,0,0,0,agent确认
2,System.Windows.Input,IInputLanguageSource,interface,,0,2,2,0,0,0,agent确认
2,System.Windows.Input,IManipulator,interface,,0,1,2,1,0,0,agent确认
2,System.Windows.Input,InputEventHandler,delegate,,,,,,,,agent确认
2,System.Windows.Input,InputLanguageChangedEventArgs,class,System.Windows.Input.InputLanguageEventArgs,1,0,0,0,0,0,agent确认
2,System.Windows.Input,InputLanguageChangingEventArgs,class,System.Windows.Input.InputLanguageEventArgs,1,1,0,0,0,0,agent确认
2,System.Windows.Input,InputLanguageEventHandler,delegate,,,,,,,,agent确认
2,System.Windows.Input,InputScopeNameConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Input,KeyGestureValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
2,System.Windows.Input,KeyValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
2,System.Windows.Input,KeyboardEventArgs,class,System.Windows.Input.InputEventArgs,1,1,1,0,0,0,agent确认
2,System.Windows.Input,KeyboardEventHandler,delegate,,,,,,,,agent确认
2,System.Windows.Input,KeyboardInputProviderAcquireFocusEventArgs,class,System.Windows.Input.KeyboardEventArgs,1,1,1,0,0,0,agent确认
2,System.Windows.Input,KeyboardInputProviderAcquireFocusEventHandler,delegate,,,,,,,,agent确认
2,System.Windows.Input,Manipulation,class,,0,0,12,0,0,0,agent确认
2,System.Windows.Input,ModifierKeysValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
2,System.Windows.Input,MouseActionConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Input,MouseActionValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
2,System.Windows.Input,MouseGestureValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
2,System.Windows.Input,NotifyInputEventHandler,delegate,,,,,,,,agent确认
2,System.Windows.Input,PreProcessInputEventHandler,delegate,,,,,,,,agent确认
2,System.Windows.Input,ProcessInputEventHandler,delegate,,,,,,,,agent确认
2,System.Windows.Input,SpeechMode,enum,,0,0,0,0,0,3,agent确认
2,System.Windows.Input,StylusDeviceCollection,class,System.Collections.ObjectModel.ReadOnlyCollection<System.Windows.Input.StylusDevice>,1,0,0,0,0,0,agent确认
2,System.Windows.Input,TraversalRequest,class,,1,2,0,0,0,0,agent确认
2,System.Windows.Markup,AcceptedMarkupExtensionExpressionTypeAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,AmbientAttribute,class,System.Attribute,1,0,0,0,0,0,agent确认
2,System.Windows.Markup,ComponentResourceKeyConverter,class,System.Windows.ExpressionConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Markup,ConstructorArgumentAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,ContentWrapperAttribute,class,System.Attribute,1,2,2,0,0,0,agent确认
2,System.Windows.Markup,DateTimeValueSerializer,class,System.Windows.Markup.ValueSerializer,1,0,4,0,0,0,agent确认
2,System.Windows.Markup,DependencyPropertyConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Markup,DependsOnAttribute,class,System.Attribute,1,2,0,0,0,0,agent确认
2,System.Windows.Markup,DictionaryKeyPropertyAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,EventSetterHandlerConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Markup,IAddChildInternal,interface,IAddChild,0,0,0,0,0,0,agent确认
2,System.Windows.Markup,INameScopeDictionary,interface,"ICollection<KeyValuePair<string,object>>, IDictionary<string,object>, IEnumerable<KeyValuePair<string,object>>, IEnumerable, System.Windows.Markup.INameScope",0,0,0,0,0,0,agent确认
2,System.Windows.Markup,IQueryAmbient,interface,,0,0,1,0,0,0,agent确认
2,System.Windows.Markup,IReceiveMarkupExtension,interface,,0,0,1,0,0,0,agent确认
2,System.Windows.Markup,IXamlTypeResolver,interface,,0,0,1,0,0,0,agent确认
2,System.Windows.Markup,InternalTypeHelper,class,,1,0,5,0,0,0,agent确认
2,System.Windows.Markup,MarkupExtensionBracketCharactersAttribute,class,System.Attribute,1,2,0,0,0,0,agent确认
2,System.Windows.Markup,MarkupExtensionReturnTypeAttribute,class,System.Attribute,3,2,0,0,0,0,agent确认
2,System.Windows.Markup,MemberDefinition,class,,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,NameReferenceConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Markup,NameScopePropertyAttribute,class,System.Attribute,2,2,0,0,0,0,agent确认
2,System.Windows.Markup,PropertyDefinition,class,System.Windows.Markup.MemberDefinition,1,4,0,0,0,0,agent确认
2,System.Windows.Markup,Reference,class,System.Windows.Markup.MarkupExtension,2,1,1,0,0,0,agent确认
2,System.Windows.Markup,ResourceReferenceExpressionConverter,class,System.Windows.ExpressionConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Markup,RootNamespaceAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,RoutedEventConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Markup,RuntimeNamePropertyAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,ServiceProviders,class,System.IServiceProvider,1,0,2,0,0,0,agent确认
2,System.Windows.Markup,SetterTriggerConditionValueConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Markup,TemplateKeyConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Markup,TrimSurroundingWhitespaceAttribute,class,System.Attribute,1,0,0,0,0,0,agent确认
2,System.Windows.Markup,UidPropertyAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,UsableDuringInitializationAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,WhitespaceSignificantCollectionAttribute,class,System.Attribute,1,0,0,0,0,0,agent确认
2,System.Windows.Markup,XData,class,,1,2,0,0,0,0,agent确认
2,System.Windows.Markup,XamlDeferLoadAttribute,class,System.Attribute,2,4,0,0,0,0,agent确认
2,System.Windows.Markup,XamlInstanceCreator,class,,1,0,1,0,0,0,agent确认
2,System.Windows.Markup,XamlSetMarkupExtensionAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,XamlSetMarkupExtensionEventArgs,class,System.Windows.Markup.XamlSetValueEventArgs,1,2,1,0,0,0,agent确认
2,System.Windows.Markup,XamlSetTypeConverterAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,XamlSetTypeConverterEventArgs,class,System.Windows.Markup.XamlSetValueEventArgs,1,3,1,0,0,0,agent确认
2,System.Windows.Markup,XamlSetValueEventArgs,class,System.EventArgs,1,3,1,0,0,0,agent确认
2,System.Windows.Markup,XamlWriterState,enum,,0,0,0,0,0,2,agent确认
2,System.Windows.Markup,XmlAttributeProperties,class,,1,0,8,0,4,0,agent确认
2,System.Windows.Markup,XmlLangPropertyAttribute,class,System.Attribute,1,1,0,0,0,0,agent确认
2,System.Windows.Markup,XmlLanguage,class,,1,2,4,0,0,0,agent确认
2,System.Windows.Markup,XmlLanguageConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Media,CacheModeConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Media,ClearTypeHint,enum,,0,0,0,0,0,2,agent确认
2,System.Windows.Media,ColorInterpolationMode,enum,,0,0,0,0,0,2,agent确认
2,System.Windows.Media,DisableDpiAwarenessAttribute,class,System.Attribute,1,0,0,0,0,0,agent确认
2,System.Windows.Media,DoubleCollectionConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Media,FontEmbeddingManager,class,,1,1,2,0,0,0,agent确认
2,System.Windows.Media,FontFamilyMap,class,,1,4,0,0,0,0,agent确认
2,System.Windows.Media,FontFamilyMapCollection,class,,1,7,16,0,0,0,agent确认
2,System.Windows.Media,GeneralTransformCollection,class,"System.Windows.Media.Animation.Animatable, IList<GeneralTransform>, ICollection, IList",3,10,28,0,0,0,agent确认
2,System.Windows.Media,Int32CollectionConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Media,InvalidWmpVersionException,class,System.SystemException,4,0,0,0,0,0,agent确认
2,System.Windows.Media,LanguageSpecificStringDictionary,class,"IDictionary<XmlLanguage,string>, ICollection<...>, IDictionary, ICollection, IEnumerable",1,11,16,0,0,0,agent确认
2,System.Windows.Media,MatrixConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Media,MediaClock,class,System.Windows.Media.Animation.Clock,0,1,6,0,0,0,agent确认
2,System.Windows.Media,PathFigureCollectionConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Media,PenDashCap,enum,,0,0,0,0,0,3,agent确认
2,System.Windows.Media,PixelFormatChannelMask,struct,,0,1,5,0,0,0,agent确认
2,System.Windows.Media,TransformConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Media,VectorCollection,class,System.Windows.Freezable,3,10,31,0,0,0,agent确认
2,System.Windows.Media,VectorCollectionConverter,class,System.ComponentModel.TypeConverter,1,0,4,0,0,0,agent确认
2,System.Windows.Media.Animation,BooleanAnimationBase,class,System.Windows.Media.Animation.AnimationTimeline,1,1,4,0,0,0,agent确认
2,System.Windows.Media.Animation,BooleanKeyFrame,class,"System.Windows.Freezable, System.Windows.Media.Animation.IKeyFrame",3,3,2,0,2,0,agent确认
2,System.Windows.Media.Animation,BooleanKeyFrameCollection,class,"System.Windows.Freezable, System.Collections.ICollection, System.Collections.IEnumerable, System.Collections.IList",1,8,22,0,0,0,agent确认
